#node	identifier	domain_summary_url	annotation	other_names_and_aliases
CALN1	9606.ENSP00000378690	Calcium-binding protein 8; Negatively regulates Golgi-to-plasma membrane trafficking by interacting with PI4KB and inhibiting its activity (By similarity). May play a role in the physiology of neurons and is potentially important in memory and learning.	https://smart.embl.de/smart/DDvec.cgi?smart=261:EFh(82|110)+EFh(118|146)+TRANS(234|256)+	83698,A0A0A0MSB7,A4D1Z1,AAG09620.1,AAH20200.1,AAK15155.1,AC004845,AC004905,AC005011,AC006334,AC067941,AC092424,AC092785,AF282250,AK123862,AK313054,AY007302,BAG35885.1,BAG53974.1,BC020200,CABP8,CABP8_HUMAN,CALN1,CALN1-201,CALN1-202,CALN1-203,CALN1-204,CALN1-205,CALN1-206,CCDS47603,CCDS47603.1,CCDS5541,CCDS5541.1,CH236952,CH471140,CaBP8,Calcium-binding protein 8,Calneuron 1,Calneuron I,Calneuron-1,E9PFU3,EAL23970.1,EAX07902.1,ENSG00000183166,ENSP00000332498,ENSP00000378690,ENSP00000378691,ENSP00000384354,ENSP00000391882,ENSP00000410704,ENSP00000411806,ENSP00000414262,ENST00000329008,ENST00000329008.9,ENST00000395275,ENST00000395275.6,ENST00000395276,ENST00000395276.6,ENST00000405452,ENST00000405452.3,ENST00000412588,ENST00000431984,ENST00000431984.5,ENST00000433253,ENST00000446128,ENST00000446128.1,HGNC:13248,HPA036278,HPA036708,J3KQA7,KF458476,KF458481,NM_001017440,NM_001017440.2,NM_001017440.3,NM_001363460,NM_001363460.1,NM_031468,NM_031468.3,NM_031468.4,NP_001017440,NP_001017440.1,NP_001350389,NP_001350389.1,NP_113656,NP_113656.2,NX_Q9BXU9,OMIM:607176,OTTHUMG00000023787,Q9BXU9,UPI0000127AD6,UPI0000D4B903,UPI000198CD2C,UPI000222DE5A,XM_011516594,XM_011516594.3,XM_011516595.1,XM_011516596,XM_011516596.2,XM_011516597,XM_011516597.2,XM_011516599,XM_011516599.1,XM_017012675,XM_017012675.1,XM_017012676,XM_017012676.1,XM_017012676.2,XM_017012677,XM_017012677.1,XM_017012678,XM_017012678.1,XM_017012679,XM_017012679.1,XM_017012680,XM_017012680.1,XM_017012681,XM_017012681.1,XM_017012682,XM_017012682.1,XM_017012683,XM_017012683.1,XP_011514896,XP_011514896.1,XP_011514897.1,XP_011514898,XP_011514898.1,XP_011514899,XP_011514899.1,XP_011514901,XP_011514901.1,XP_016868164,XP_016868164.1,XP_016868165,XP_016868165.1,XP_016868166,XP_016868166.1,XP_016868167,XP_016868167.1,XP_016868168,XP_016868168.1,XP_016868169,XP_016868169.1,XP_016868170,XP_016868170.1,XP_016868171,XP_016868171.1,XP_016868172,XP_016868172.1,calcium-binding protein CABP8,calneuron 1,hsa:83698,uc003twa.5,uc003twc.5
CAMK1G	9606.ENSP00000009105	Calcium/calmodulin-dependent protein kinase type 1G; Calcium/calmodulin-dependent protein kinase belonging to a proposed calcium-triggered signaling cascade. In vitro phosphorylates transcription factor CREB1 (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=476:S_TKc(23|277)+	2.7.11.17,2JAM,57172,A0A494C109,AAH32787.1,AAL28100.1,AAP29964.1,AF428261,AL023754,AL049688,AY212935,BC032787,C9IYV2,CAB41259.1,CAMK1G,CAMK1G-201,CAMK1G-202,CAMK1G-203,CAMK1G-204,CAMK1G-205,CCDS1486,CCDS1486.1,CHEMBL5258,CLICK III,CLICK3,CLICKIII,CaM kinase I gamma,CaM kinase IG,CaM-KI gamma,CaMK-like CREB kinase III,CaMKI gamma,CaMKIG,Calcium/calmodulin dependent protein kinase IG,Calcium/calmodulin-dependent protein kinase I,EC 2.7.11.17,ENSG00000008118,ENSP00000009105,ENSP00000354861,ENSP00000355998,ENSP00000392173,ENSP00000498823,ENST00000009105,ENST00000009105.5,ENST00000361322,ENST00000361322.2,ENST00000367031,ENST00000423146,ENST00000423146.5,ENST00000494990,ENST00000494990.1,ENST00000651530,HGNC:14585,KCC1G_HUMAN,NM_020439,NM_020439.2,NM_020439.3,NP_065172,NP_065172.1,NX_Q96NX5,OMIM:614994,OTTHUMG00000036361,Q86UH5,Q96NX5,Q9Y3J7,UPI0000049BF8,UPI00004708E4,UPI00108CE815,VWS1,XM_017001866,XM_017001866.1,XM_017001866.2,XM_017001867,XM_017001867.1,XP_016857355,XP_016857355.1,XP_016857356,XP_016857356.1,calcium/calmodulin dependent protein kinase IG,calcium/calmodulin-dependent protein kinase IG,dJ272L16.1,hsa:57172,uc001hhd.4,uc001hhe.4
CAMK2B	9606.ENSP00000379098	Calcium/calmodulin-dependent protein kinase type II subunit beta; Calcium/calmodulin-dependent protein kinase that functions autonomously after Ca(2+)/calmodulin-binding and autophosphorylation, and is involved in dendritic spine and synapse formation, neuronal plasticity and regulation of sarcoplasmic reticulum Ca(2+) transport in skeletal muscle. In neurons, plays an essential structural role in the reorganization of the actin cytoskeleton during plasticity by binding and bundling actin filaments in a kinase-independent manner. This structural function is required for correct targeti [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=666:S_TKc(14|272)+Pfam_DUF4440(538|652)+	2.7.11.17,3BHH,816,A4D2J9,A4D2K0,A4D2K1,A4D2K2,A4D2K3,A4D2K4,A4D2K5,A4D2K6,AAB16863.1,AAC99802.1,AAD03743.1,AAD03744.1,AAD42035.1,AAD42036.1,AAD42037.1,AAD42038.1,AAD42070.1,AAH19070.1,AC006454,AC093086,AC106040,AF078803,AF081572,AF081924,AF083419,AF112471,AF112472,AF140350,AJ252236,AJ252237,AJ252238,AK290148,AK315663,BAF82837.1,BAG38029.1,BC019070,CAB006849,CAB65120.1,CAB65121.1,CAB65122.1,CAM2,CAMK2,CAMK2B,CAMK2B-201,CAMK2B-202,CAMK2B-203,CAMK2B-204,CAMK2B-205,CAMK2B-206,CAMK2B-207,CAMK2B-208,CAMK2B-209,CAMK2B-210,CAMK2B-211,CAMK2B-212,CAMK2B-213,CAMK2B-214,CAMK2B-215,CAMK2B-216,CAMK2B-217,CAMK2B-218,CAMK2B-219,CAMK2B-220,CAMK2B-221,CAMK2B-222,CAMK2B-223,CAMK2B-224,CAMK2B-225,CAMK2B-226,CAMKB,CCDS43573,CCDS43573.1,CCDS5483,CCDS5483.1,CCDS5484,CCDS5484.1,CCDS5485,CCDS5485.1,CCDS5486,CCDS5486.1,CCDS5487,CCDS5487.1,CCDS5488,CCDS5488.1,CCDS5489,CCDS5489.1,CH236960,CHEMBL4121,CaM kinase II beta subunit,CaM kinase II subunit beta,CaM-kinase II beta chain,CaMK-II subunit beta,CaMKII?,CaMKIIbeta,CaMKIIβ,E7EQE4,E7ERS6,E7ETC9,E9PBE8,EAL23755.1,EAL23756.1,EAL23757.1,EAL23758.1,EAL23759.1,EAL23760.1,EAL23761.1,EAL23762.1,EC 2.7.11.17,ENSG00000058404,ENSP00000258682,ENSP00000326347,ENSP00000326375,ENSP00000326427,ENSP00000326518,ENSP00000326544,ENSP00000326600,ENSP00000327353,ENSP00000330465,ENSP00000330531,ENSP00000351542,ENSP00000379096,ENSP00000379098,ENSP00000381411,ENSP00000388445,ENSP00000388951,ENSP00000390292,ENSP00000390419,ENSP00000394799,ENSP00000397937,ENSP00000400387,ENSP00000410445,ENSP00000420031,ENSP00000422416,ENSP00000428912,ENSP00000436310,ENST00000258682,ENST00000258682.10,ENST00000324091,ENST00000324108,ENST00000324130,ENST00000324139,ENST00000324156,ENST00000324171,ENST00000327840,ENST00000331722,ENST00000332588,ENST00000346990,ENST00000346990.8,ENST00000347193,ENST00000347193.8,ENST00000350811,ENST00000350811.7,ENST00000353185,ENST00000353185.7,ENST00000353625,ENST00000353625.8,ENST00000358707,ENST00000358707.7,ENST00000395747,ENST00000395747.6,ENST00000395749,ENST00000395749.6,ENST00000398374,ENST00000415369,ENST00000415369.5,ENST00000421607,ENST00000421607.1,ENST00000424197,ENST00000424197.5,ENST00000425809,ENST00000425809.5,ENST00000427209,ENST00000427209.1,ENST00000433930,ENST00000433930.1,ENST00000440254,ENST00000440254.6,ENST00000457475,ENST00000457475.5,ENST00000462128,ENST00000462128.5,ENST00000463186,ENST00000466584,ENST00000466584.5,ENST00000470984,ENST00000470984.5,ENST00000484972,ENST00000484972.5,ENST00000489429,ENST00000489429.5,ENST00000495819,ENST00000495819.5,ENST00000497127,ENST00000497127.5,ENST00000497584,ENST00000497584.5,ENST00000502837,ENST00000523845,ENST00000523845.5,ENST00000531574,H7BXS4,H7BZC6,H7C394,HGNC:1461,HPA026307,HPA051783,HPA051785,HPA053973,KCC2B_HUMAN,MRD54,NM_001220,NM_001220.4,NM_001220.5,NM_001293170,NM_001293170.1,NM_001293170.2,NM_172078,NM_172078.2,NM_172078.3,NM_172079,NM_172079.2,NM_172080,NM_172080.2,NM_172080.3,NM_172081,NM_172081.2,NM_172081.3,NM_172082,NM_172082.2,NM_172082.3,NM_172083,NM_172083.2,NM_172083.3,NM_172084,NM_172084.2,NM_172084.3,NP_001211,NP_001211.3,NP_001280099,NP_001280099.1,NP_742075,NP_742075.1,NP_742076,NP_742076.1,NP_742077,NP_742077.1,NP_742078,NP_742078.1,NP_742079,NP_742079.1,NP_742080,NP_742080.1,NP_742081,NP_742081.1,NX_Q13554,O95437,O95438,O95599,OMIM:607707,OTTHUMG00000023491,Q13554,Q9UGH7,Q9UGH8,Q9UGH9,Q9UNX0,Q9UNX7,Q9UP00,Q9Y5N4,Q9Y6F4,R-HSA-111885,R-HSA-111932,R-HSA-111933,R-HSA-111996,R-HSA-111997,R-HSA-112040,R-HSA-112043,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1280215,R-HSA-1489509,R-HSA-162582,R-HSA-1643685,R-HSA-168256,R-HSA-212436,R-HSA-2262752,R-HSA-3371556,R-HSA-3371571,R-HSA-372790,R-HSA-382551,R-HSA-388396,R-HSA-397014,R-HSA-399719,R-HSA-399721,R-HSA-418594,R-HSA-438064,R-HSA-438066,R-HSA-442729,R-HSA-442742,R-HSA-442755,R-HSA-442982,R-HSA-5576891,R-HSA-5576892,R-HSA-5578775,R-HSA-5663202,R-HSA-5673000,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-6802946,R-HSA-6802949,R-HSA-6802952,R-HSA-6802955,R-HSA-6802957,R-HSA-73857,R-HSA-74160,R-HSA-877300,R-HSA-8953897,R-HSA-8986944,R-HSA-9006925,R-HSA-9022692,R-HSA-913531,R-HSA-936837,R-HSA-9607240,R-HSA-9609736,R-HSA-9617324,R-HSA-9620244,R-HSA-9649948,R-HSA-983712,U23460,U50358,UPI000000105C,UPI000002AC90,UPI000002AC91,UPI000002AC92,UPI000002AC93,UPI000002AC94,UPI0000164A3E,UPI0000164A3F,UPI0000D4D341,UPI000198CDB4,UPI000198CDB5,UPI000198CDB6,UPI000198CDB7,UPI000198CDB8,UPI0001E8F10D,URS00008C1865,URS00008C2F08,URS00008C3D4D,URS0000EB0CA8,XM_005249862,XM_005249862.3,XM_005249864,XM_005249864.3,XM_006715781,XM_006715781.2,XM_006715784,XM_006715784.2,XM_011515547,XM_011515547.1,XM_011515549,XM_011515549.1,XM_011515550,XM_011515550.1,XM_011515551,XM_011515551.1,XM_011515552,XM_011515552.1,XM_011515553,XM_011515553.1,XM_011515554,XM_011515554.1,XM_011515555,XM_011515555.1,XM_011515556,XM_011515556.1,XM_011515557,XM_011515557.1,XM_011515558,XM_011515558.2,XM_011515559,XM_011515559.2,XM_017012660,XM_017012660.1,XM_017012661,XM_017012661.1,XM_017012662,XM_017012662.1,XM_017012663,XM_017012663.2,XM_017012664,XM_017012664.1,XM_017012665,XM_017012665.1,XM_017012666,XM_017012666.2,XM_017012667,XM_017012667.2,XM_017012668,XM_017012668.2,XM_017012669,XM_017012669.2,XM_017012670,XM_017012670.2,XM_024446945,XM_024446945.1,XM_024446946,XM_024446946.1,XP_005249919,XP_005249919.1,XP_005249921,XP_005249921.1,XP_006715844,XP_006715844.1,XP_006715847,XP_006715847.1,XP_011513849,XP_011513849.1,XP_011513851,XP_011513851.1,XP_011513852,XP_011513852.1,XP_011513853,XP_011513853.1,XP_011513854,XP_011513854.1,XP_011513855,XP_011513855.1,XP_011513856,XP_011513856.1,XP_011513857,XP_011513857.1,XP_011513858,XP_011513858.1,XP_011513859,XP_011513859.1,XP_011513860,XP_011513860.1,XP_011513861,XP_011513861.1,XP_016868149,XP_016868149.1,XP_016868150,XP_016868150.1,XP_016868151,XP_016868151.1,XP_016868152,XP_016868152.1,XP_016868153,XP_016868153.1,XP_016868154,XP_016868154.1,XP_016868155,XP_016868155.1,XP_016868156,XP_016868156.1,XP_016868157,XP_016868157.1,XP_016868158,XP_016868158.1,XP_016868159,XP_016868159.1,XP_024302713,XP_024302713.1,XP_024302714,XP_024302714.1,hsa:816,proline rich calmodulin-dependent protein kinase,uc003tkp.3,uc010kyc.3
CCK	9606.ENSP00000379472	Cholecystokinin-58 desnonopeptide; This peptide hormone induces gall bladder contraction and the release of pancreatic enzymes in the gut. Its function in the brain is not clear. Binding to CCK-A receptors stimulates amylase release from the pancreas, binding to CCK-B receptors stimulates gastric acid secretion.	https://smart.embl.de/smart/DDvec.cgi?smart=115:GASTRIN(99|112)+	(1-49)-CCK58,885,AAA53094.1,AAH08283.1,AAH93055.1,AAI11027.1,AAP35637.1,AAR89908.1,AK289716,AY514491,BAF82405.1,BC008283,BC093055,BC111026,BT006991,CAG47022.1,CCDS2696,CCDS2696.1,CCK,CCK-201,CCK-202,CCK-203,CCK-204,CCK12,CCK18,CCK25,CCK33,CCK39,CCK5,CCK58,CCK7,CCK8,CCKN_HUMAN,CH471055,CHEMBL1649050,CR542226,Cholecystokinin,Cholecystokinin-12,Cholecystokinin-18,Cholecystokinin-25,Cholecystokinin-33,Cholecystokinin-39,Cholecystokinin-5,Cholecystokinin-58,Cholecystokinin-58 desnonopeptide,Cholecystokinin-7,Cholecystokinin-8,EAW64644.1,EAW64645.1,ENSG00000187094,ENSP00000335657,ENSP00000342874,ENSP00000379472,ENSP00000409124,ENST00000334681,ENST00000334681.9,ENST00000343349,ENST00000396169,ENST00000396169.6,ENST00000434608,ENST00000434608.1,ENST00000484359,ENST00000484359.1,HGNC:1569,HPA045039,HPA069515,L00354,NM_000729,NM_000729.5,NM_000729.6,NM_001174138,NM_001174138.2,NP_000720,NP_000720.1,NP_001167609,NP_001167609.1,NX_P06307,OMIM:118440,OTTHUMG00000131796,P06307,Q6FG82,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375276,R-HSA-388396,R-HSA-416476,R-HSA-500792,UPI00001272C3,cholecystokinin,cholecystokinin triacontatriapeptide,hsa:885,prepro-cholecystokinin,uc003cld.2
CHRM1	9606.ENSP00000306490	Muscarinic acetylcholine receptor M1; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover; Belongs to the G-protein coupled receptor 1 family. Muscarinic acetylcholine receptor subfamily. CHRM1 sub-subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=460:Pfam_7tm_1(42|418)+	1128,5CXV,6OIJ,AAH07740.1,AAH22984.1,AAK68112.1,AAM18938.1,AAP35830.1,ACM1_HUMAN,AF385587,AF498915,AK312374,AP000438,BAG35292.1,BC007740,BC022984,BT007166,CAA33334.1,CAA36291.1,CAA68560.1,CAB022366,CCDS8040,CCDS8040.1,CH471076,CHEMBL216,CHRM1,CHRM1-201,CHRM1-202,CHRM1-203,Cholinergic receptor muscarinic 1,EAW74124.1,EAW74125.1,EAW74126.1,ENSG00000168539,ENSP00000306490,ENSP00000441188,ENSP00000444482,ENST00000306960,ENST00000306960.3,ENST00000536524,ENST00000536524.1,ENST00000543973,ENST00000543973.1,F5GZF8,HGNC:1950,HM1,HPA014101,M1,M1R,Muscarinic acetylcholine receptor M1,NM_000738,NM_000738.2,NM_000738.3,NP_000729,NP_000729.2,NX_P11229,OMIM:118510,OTTHUMG00000167765,P11229,Q53XZ3,Q96RH1,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375280,R-HSA-388396,R-HSA-390648,R-HSA-416476,R-HSA-500792,UPI0000070C23,UPI00001252AB,UPI000204AE17,X15263,X52068,XM_011544742,XM_011544742.2,XP_011543044,XP_011543044.1,Y00508,acetylcholine receptor, muscarinic 1,cholinergic receptor muscarinic 1,hsa:1128,uc001nwi.4,uc058cqg.1
CPEB3	9606.ENSP00000265997	Cytoplasmic polyadenylation element-binding protein 3; Sequence-specific RNA-binding protein which acts as a translational repressor in the basal unstimulated state but, following neuronal stimulation, acts as a translational activator (By similarity). In contrast to CPEB1, does not bind to the cytoplasmic polyadenylation element (CPE), a uridine-rich sequence element within the mRNA 3'-UTR, but binds to a U-rich loop within a stem-loop structure (By similarity). Required for the consolidation and maintenance of hippocampal-based long term memory (By similarity). In the basal state, bi [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=698:RRM(442|514)+RRM(550|623)+	22849,2DNL,2RUG,AAH36444.1,AB023157,AK302576,AL158040,AL365398,BAA76784.2,BAH13751.1,BC036444,CCDS31246,CCDS31246.1,CCDS53553,CCDS53553.1,CH471066,CPE-BP3,CPE-binding protein 3,CPEB3,CPEB3-201,CPEB3-202,CPEB3-203,CPEB3_HUMAN,EAW50097.1,ENSG00000107864,ENSP00000265997,ENSP00000327194,ENSP00000352635,ENSP00000377760,ENSP00000398310,ENSP00000482128,ENST00000265997,ENST00000265997.4,ENST00000314356,ENST00000359618,ENST00000394210,ENST00000412050,ENST00000412050.8,ENST00000614585,ENST00000614585.4,HGNC:21746,HPA059056,KIAA0940,NM_001178137,NM_001178137.1,NM_001178137.2,NM_014912,NM_014912.4,NM_014912.5,NP_001171608,NP_001171608.1,NP_055727,NP_055727.3,NX_Q8NE35,OMIM:610606,OTTHUMG00000018756,Q5QP71,Q5T389,Q8NE35,Q9NQJ7,Q9Y2E9,UPI000006FD7A,UPI000013F7DE,XM_005269630,XM_005269630.4,XM_006717714,XM_006717714.3,XM_006717715,XM_006717715.3,XM_011539514,XM_011539514.2,XM_011539515,XM_011539515.2,XM_011539517,XM_011539517.2,XM_011539518,XM_011539518.2,XM_011539519,XM_011539519.2,XM_011539520,XM_011539520.2,XM_024447893,XM_024447893.1,XM_024447894,XM_024447894.1,XM_024447895,XM_024447895.1,XP_005269687,XP_005269687.1,XP_006717777,XP_006717777.1,XP_006717778,XP_006717778.1,XP_011537816,XP_011537816.1,XP_011537817,XP_011537817.1,XP_011537819,XP_011537819.1,XP_011537820,XP_011537820.1,XP_011537821,XP_011537821.1,XP_011537822,XP_011537822.1,XP_024303661,XP_024303661.1,XP_024303662,XP_024303662.1,XP_024303663,XP_024303663.1,XR_001747063,XR_001747063.1,XR_001747064,XR_001747064.1,hCPEB-3,hsa:22849,uc001khv.3,uc001khw.3
CPNE6	9606.ENSP00000440077	Copine-6; Calcium-dependent phospholipid-binding protein that plays a role in calcium-mediated intracellular processes. Binds phospholipid membranes in a calcium-dependent manner (By similarity). Plays a role in dendrite formation by melanocytes.	https://smart.embl.de/smart/DDvec.cgi?smart=612:C2(76|181)+C2(210|313)+VWA(359|565)+	9362,AAH18046.1,AB009288,AK222675,AK293655,AK314182,AL136295,B2RAG6,B7Z1M3,BAA75899.1,BAD96395.1,BAG36863.1,BAH11559.1,BC018046,CCDS61413,CCDS61413.1,CCDS9607,CCDS9607.1,CH471078,CPNE6,CPNE6-201,CPNE6-202,CPNE6-203,CPNE6-204,CPNE6-205,CPNE6-206,CPNE6-207,CPNE6-208,CPNE6-209,CPNE6-210,CPNE6-211,CPNE6-212,CPNE6-213,CPNE6-214,CPNE6-215,CPNE6-216,CPNE6-217,CPNE6-218,CPNE6-219,CPNE6_HUMAN,Copine 6,Copine VI,Copine-6,D3DS55,EAW66119.1,EAW66120.1,ENSG00000100884,ENSP00000216775,ENSP00000380211,ENSP00000440077,ENSP00000452653,ENSP00000452826,ENSP00000452884,ENSP00000453261,ENSP00000453326,ENSP00000453352,ENSP00000453483,ENSP00000454075,ENSP00000454093,ENSP00000454166,ENSP00000454172,ENSP00000454192,ENST00000216775,ENST00000397016,ENST00000397016.6,ENST00000460657,ENST00000460657.1,ENST00000537691,ENST00000537691.5,ENST00000557829,ENST00000557829.1,ENST00000557889,ENST00000557889.1,ENST00000558450,ENST00000558450.5,ENST00000558541,ENST00000558541.5,ENST00000558795,ENST00000558795.1,ENST00000558859,ENST00000558859.5,ENST00000558995,ENST00000558995.5,ENST00000559197,ENST00000559197.5,ENST00000559207,ENST00000559207.1,ENST00000559778,ENST00000559778.5,ENST00000560092,ENST00000560092.5,ENST00000560356,ENST00000560356.5,ENST00000560761,ENST00000560761.5,ENST00000560828,ENST00000560828.5,ENST00000560845,ENST00000560845.1,ENST00000560884,ENST00000560884.5,F5GXN1,H0YK44,H0YKJ0,H0YKP1,H0YLM2,H0YLS9,H0YLV2,H0YM67,H0YNM7,H0YNP2,H0YNV2,H0YNV6,H0YNX4,HGNC:2319,HPA031636,HPA076665,N-copine,NM_001280558,NM_001280558.1,NM_006032,NM_006032.3,NM_006032.4,NP_001267487,NP_001267487.1,NP_006023,NP_006023.1,NX_O95741,Neuronal-copine,O95741,OMIM:605688,OTTHUMG00000028781,Q53HA6,Q8WVG1,R-HSA-1430728,R-HSA-1483206,R-HSA-1483257,R-HSA-556833,UPI000013C707,UPI000206578A,UPI00022F86B9,UPI00022F86BA,UPI00022F86BB,UPI00022F86BC,UPI00022F86BD,UPI00022F86BE,UPI00022F86BF,UPI00022F86C0,UPI00022F86C1,UPI00022F86C2,UPI00022F86C3,UPI00022F86C4,XM_005268216.1,XM_005268217,XM_005268217.1,XM_024449744,XM_024449744.1,XM_024449745,XM_024449745.1,XM_024449746,XM_024449746.1,XM_024449747,XM_024449747.1,XM_024449748,XM_024449748.1,XM_024449749,XM_024449749.1,XP_005268273.1,XP_005268274,XP_005268274.1,XP_024305512,XP_024305512.1,XP_024305513,XP_024305513.1,XP_024305514,XP_024305514.1,XP_024305515,XP_024305515.1,XP_024305516,XP_024305516.1,XP_024305517,XP_024305517.1,copine 6,copine VI (neuronal),hsa:9362,uc010tnv.4,uc058zuk.1
CREG2	9606.ENSP00000315203	Protein CREG2; Cellular repressor of E1A stimulated genes 2.	https://smart.embl.de/smart/DDvec.cgi?smart=290:SIGNAL(1|31)+Pfam_Pyrid_oxidase_2(118|284)+	200407,AAH32949.2,AAH47514.1,AB046109,AK094970,BAC04464.1,BAC22189.1,BC032949,BC047514,CCDS2052,CCDS2052.1,CREG2,CREG2-201,CREG2-202,CREG2-203,CREG2_HUMAN,Cellular repressor of E1A stimulated genes 2,Cellular repressor of E1A-stimulated genes 2,ENSG00000175874,ENSP00000315203,ENST00000324768,ENST00000324768.5,ENST00000486966,ENST00000486966.1,ENST00000495455,ENST00000495455.5,HGNC:14272,HPA038224,NM_153836,NM_153836.3,NM_153836.4,NP_722578,NP_722578.1,NX_Q8IUH2,OMIM:618540,OTTHUMG00000130692,Protein CREG2,Q86X03,Q8IUH2,Q8N540,Q8N9E3,UPI0000074776,URS0000EAA4D5,cellular repressor of E1A stimulated genes 2,hsa:200407,uc002tba.3
DDN	9606.ENSP00000390590	Dendrin; Promotes apoptosis of kidney glomerular podocytes. Podocytes are highly specialized cells essential to the ultrafiltration of blood, resulting in the extraction of urine and the retention of protein (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=711:Pfam_Dendrin(55|709)+	23109,AB018292,AC011603,BAA34469.1,CCDS31791,CCDS31791.2,DDN,DDN-201,DEND_HUMAN,Dendrin,ENSG00000181418,ENSP00000323586,ENSP00000390590,ENST00000313194,ENST00000421952,ENST00000421952.2,HGNC:24458,HPA060952,KIAA0749,NM_015086,NM_015086.1,NM_015086.2,NP_055901,NP_055901.2,NX_O94850,O94850,OMIM:610588,OTTHUMG00000156183,UPI000019821C,XM_011538055,XM_011538055.3,XP_011536357,XP_011536357.1,dendrin,hsa:23109,uc001rsv.2
EGR4	9606.ENSP00000445626	Early growth response protein 4; Transcriptional regulator. Recognizes and binds to the DNA sequence 5'-GCGGGGGCG-3' (GSG). Activates the transcription of target genes whose products are required for mitogenesis and differentiation (By similarity).	https://smart.embl.de/smart/DDvec.cgi?smart=589:ZnF_C2H2(483|507)+ZnF_C2H2(513|535)+ZnF_C2H2(541|563)+	1961,A0A0C4DG96,AAX88903.1,AC010913,AK314154,AT133,B2RAE3,BAG36840.1,CAA42698.1,CAA49214.1,CCDS1925,CCDS1925.2,CH471053,EAW99734.1,EGR-4,EGR4,EGR4-201,EGR4-202,EGR4_HUMAN,ENSG00000135625,ENSP00000258092,ENSP00000419687,ENSP00000445626,ENST00000258092,ENST00000436467,ENST00000436467.3,ENST00000545030,ENST00000545030.1,Early growth response 4,Early growth response protein 4,G3V1T5,HGNC:3241,HPA028983,NGFI-C,NGFIC,NM_001965,NM_001965.3,NM_001965.4,NP_001956,NP_001956.3,NP_001956.4,NX_Q05215,OMIM:128992,OTTHUMG00000129774,PAT133,Q05215,Q2Z1P5,UPI000013CFB3,UPI0000EE25D4,X60104,X69438,early growth response 4,hsa:1961,uc010yrj.3,uc061kqj.1
